code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,Average_Assesment_Score,Total_no_of_material_use
BBB,2013J,F,Scotland,HE Qualification,20-30%,0-35,0,120,N,Distinction,89.54545454545455,958.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,75.72727272727273,491.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,79.0,133.0
BBB,2013J,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,195,N,Fail,83.0,217.0
BBB,2013J,F,East Anglian Region,HE Qualification,30-40%,35-55,0,180,N,Pass,65.33333333333333,475.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,75.0,434.0
BBB,2013J,F,Scotland,Lower Than A Level,50-60%,0-35,0,180,N,Pass,85.45454545454545,746.0
BBB,2013J,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,87.4,1333.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,61.4,141.0
BBB,2013J,F,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Pass,85.0,3830.0
BBB,2013J,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,83.18181818181819,1083.0
BBB,2013J,F,North Western Region,Lower Than A Level,10-20,35-55,1,60,N,Fail,0.0,52.0
BBB,2013J,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail,83.0,132.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,Pass,92.0909090909091,12238.0
BBB,2013J,F,London Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,82.81818181818181,379.0
BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,90,Y,Pass,77.63636363636364,1768.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,84.0,619.0
BBB,2013J,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,84.54545454545455,103.0
BBB,2013J,F,Scotland,HE Qualification,70-80%,35-55,0,75,N,Distinction,90.1818181818182,682.0
BBB,2013J,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Distinction,92.45454545454544,1593.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,0.0,0.0
BBB,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2013J,F,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2013J,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2013J,M,Wales,HE Qualification,0-10%,35-55,0,180,N,Withdrawn,0.0,0.0
BBB,2013J,F,London Region,HE Qualification,0-10%,0-35,0,240,N,Withdrawn,0.0,0.0
BBB,2013J,M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,57.36363636363637,159.0
BBB,2013J,F,Wales,Lower Than A Level,90-100%,35-55,1,60,N,Pass,88.1,1715.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,0.0,0.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,70.18181818181819,215.0
BBB,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2013J,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,2,60,N,Fail,63.8,105.0
BBB,2013J,F,London Region,No Formal quals,50-60%,0-35,1,60,N,Fail,72.3,269.0
BBB,2013J,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,72.36363636363636,251.0
BBB,2013J,M,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn,0.0,0.0
BBB,2013J,M,South West Region,A Level or Equivalent,20-30%,35-55,0,180,N,Distinction,90.54545454545456,2444.0
BBB,2013J,M,South Region,HE Qualification,40-50%,35-55,1,180,N,Distinction,90.45454545454544,1250.0
BBB,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,61.6,425.0
BBB,2013J,F,North Western Region,Lower Than A Level,20-30%,35-55,1,60,N,Withdrawn,55.0,464.0
BBB,2013J,F,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Fail,69.4,236.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,71.4,1061.0
BBB,2013J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,80.0,361.0
BBB,2013J,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,61.2,92.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,180,N,Pass,68.9090909090909,963.0
BBB,2013J,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,61.4,433.0
BBB,2013J,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,67.9090909090909,161.0
BBB,2013J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,86.22222222222223,626.0
BBB,2013J,F,South West Region,Lower Than A Level,0-10%,35-55,2,60,N,Fail,58.14285714285714,75.0
BBB,2013J,F,London Region,HE Qualification,30-40%,35-55,1,60,N,Withdrawn,0.0,0.0
BBB,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,57.0,504.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,60,Y,Pass,84.0,462.0
BBB,2013J,F,Scotland,A Level or Equivalent,0-10%,0-35,1,165,Y,Pass,83.0,331.0
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,84.9090909090909,1489.0
BBB,2013J,F,North Region,HE Qualification,0-10%,0-35,4,240,N,Withdrawn,0.0,0.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,90-100%,0-35,2,60,N,Pass,73.45454545454545,309.0
BBB,2013J,F,London Region,A Level or Equivalent,10-20,35-55,1,90,N,Pass,67.7,417.0
BBB,2013J,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,83.72727272727273,516.0
BBB,2013J,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,85.54545454545455,292.0
BBB,2013J,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,90.63636363636364,437.0
BBB,2013J,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,93.2,136.0
BBB,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Withdrawn,0.0,0.0
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,79.33333333333333,3744.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,0.0,0.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,150,Y,Fail,0.0,0.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2013J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,89.81818181818181,945.0
BBB,2013J,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,83.81818181818181,1651.0
BBB,2013J,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,84.36363636363636,1985.0
BBB,2013J,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2013J,F,South East Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,60.0,0.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,3,120,Y,Withdrawn,59.5,269.0
BBB,2013J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,0.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,46.33333333333334,147.0
BBB,2013J,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,46.0,3.0
BBB,2013J,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,86.0,1920.0
BBB,2013J,F,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,Distinction,88.5,149.0
BBB,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,2,75,N,Withdrawn,0.0,0.0
BBB,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,62.90909090909091,641.0
BBB,2013J,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,68.0,206.0
BBB,2013J,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,London Region,A Level or Equivalent,20-30%,0-35,2,60,N,Withdrawn,86.5,13.0
BBB,2014B,M,Scotland,Lower Than A Level,0-10%,0-35,4,120,Y,Fail,69.16666666666667,47.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,77.0,0.0
BBB,2014B,F,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,84.83333333333333,531.0
BBB,2014B,F,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail,73.0,68.0
BBB,2014B,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,67.33333333333333,578.0
BBB,2014B,F,Wales,HE Qualification,40-50%,35-55,0,120,N,Distinction,82.63636363636364,859.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,83.18181818181819,4983.0
BBB,2014B,F,South Region,HE Qualification,60-70%,0-35,0,120,N,Pass,82.1,1365.0
BBB,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Distinction,84.0,771.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Pass,75.1,199.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Distinction,84.81818181818181,420.0
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,Y,Withdrawn,0.0,0.0
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,35-55,1,120,Y,Withdrawn,0.0,0.0
BBB,2014B,F,North Region,Lower Than A Level,0-10%,0-35,2,120,N,Fail,79.66666666666667,130.0
BBB,2014B,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,0.0
BBB,2014B,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,76.0,187.0
BBB,2014B,F,Wales,Lower Than A Level,50-60%,0-35,2,60,N,Pass,62.54545454545455,183.0
BBB,2014B,M,South East Region,A Level or Equivalent,70-80%,0-35,1,120,N,Distinction,92.27272727272728,141.0
BBB,2014B,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,76.7,183.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,2,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,North Western Region,Lower Than A Level,40-50%,0-35,2,60,N,Fail,81.0,957.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,89.77777777777777,189.0
BBB,2014B,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,3,60,N,Withdrawn,77.0,91.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,75.9,553.0
BBB,2014B,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,85.72727272727273,381.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,40-50%,0-35,2,150,N,Withdrawn,99.33333333333331,111.0
BBB,2014B,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,75,N,Distinction,88.9090909090909,472.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail,91.22222222222223,590.0
BBB,2014B,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,87.0909090909091,473.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Fail,67.36363636363636,592.0
BBB,2014B,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,65.5,145.0
BBB,2014B,M,Scotland,HE Qualification,80-90%,0-35,1,120,N,Pass,84.6,1001.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,82.66666666666667,863.0
BBB,2014B,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,61.18181818181818,443.0
BBB,2014B,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,75.5,291.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,77.45454545454545,252.0
BBB,2014B,F,London Region,Lower Than A Level,20-30%,0-35,0,240,N,Pass,78.77777777777777,176.0
BBB,2014B,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,92.54545454545456,518.0
BBB,2014B,F,London Region,HE Qualification,20-30%,0-35,1,240,N,Fail,69.0,260.0
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,82.6,421.0
BBB,2014B,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,88.0909090909091,1258.0
BBB,2014B,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,90.3,3132.0
BBB,2014B,M,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,86.81818181818181,799.0
BBB,2014B,F,South Region,A Level or Equivalent,30-40%,0-35,1,120,N,Distinction,93.1818181818182,963.0
BBB,2014B,F,South Region,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,81.45454545454545,320.0
BBB,2014B,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,82.9,2095.0
BBB,2014B,F,Wales,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn,88.5,162.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,69.25,101.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Fail,68.66666666666667,609.0
BBB,2014B,F,South Region,HE Qualification,50-60%,35-55,0,60,N,Pass,80.9,315.0
BBB,2014B,F,South West Region,A Level or Equivalent,80-90%,35-55,0,135,N,Pass,83.7,1964.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,81.4,934.0
BBB,2014B,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,North Region,No Formal quals,10-20,0-35,0,60,N,Fail,68.8,234.0
BBB,2014B,F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,86.9,262.0
BBB,2014B,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,88.4,317.0
BBB,2014B,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,86.54545454545455,1184.0
BBB,2014B,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,89.18181818181819,1064.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,87.63636363636364,616.0
BBB,2014B,F,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,75.1111111111111,1003.0
BBB,2014B,F,Ireland,Lower Than A Level,10-20,0-35,3,120,N,Pass,81.0,594.0
BBB,2014B,F,Wales,HE Qualification,20-30%,0-35,0,120,N,Pass,73.7,803.0
BBB,2014B,F,North Region,Lower Than A Level,20-30%,35-55,2,180,N,Fail,73.66666666666667,156.0
BBB,2014B,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,86.45454545454545,672.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,76.8,195.0
BBB,2014B,F,South East Region,Lower Than A Level,30-40%,0-35,1,240,N,Pass,87.1,782.0
BBB,2014B,F,North Western Region,Lower Than A Level,40-50%,0-35,2,120,Y,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,75.33333333333333,370.0
BBB,2014B,M,London Region,Lower Than A Level,20-30%,35-55,1,150,N,Fail,60.5,561.0
BBB,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,81.36363636363636,746.0
BBB,2014B,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,86.6,303.0
BBB,2014B,F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Fail,80.0,137.0
BBB,2014B,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,84.9090909090909,658.0
BBB,2014B,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Pass,78.22222222222223,2338.0
BBB,2014B,F,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Pass,94.0,648.0
BBB,2014B,F,South Region,Lower Than A Level,0-10%,0-35,0,120,Y,Distinction,85.54545454545455,170.0
BBB,2014B,F,London Region,A Level or Equivalent,50-60%,35-55,2,120,N,Pass,84.9,241.0
BBB,2014B,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Fail,56.2,456.0
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,3,120,Y,Fail,0.0,0.0
BBB,2014B,M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass,66.1,155.0
BBB,2014B,F,North Western Region,Lower Than A Level,10-20,0-35,4,180,N,Fail,72.16666666666667,120.0
BBB,2014B,F,South West Region,A Level or Equivalent,30-40%,0-35,1,240,N,Withdrawn,73.6,35.0
BBB,2014B,M,Scotland,HE Qualification,60-70%,35-55,0,75,N,Distinction,89.27272727272727,956.0
BBB,2014B,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,2,150,N,Withdrawn,0.0,0.0
BBB,2014B,F,South West Region,A Level or Equivalent,20-30%,35-55,0,150,N,Fail,80.2,156.0
BBB,2014B,F,London Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,72.0,251.0
BBB,2014B,F,Wales,No Formal quals,0-10%,35-55,3,120,N,Fail,10.555555555555557,527.0
BBB,2014B,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,3,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,London Region,HE Qualification,0-10%,35-55,0,60,N,Pass,70.0909090909091,652.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,85.25,386.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,63.444444444444436,534.0
BBB,2014B,F,South West Region,A Level or Equivalent,20-30%,35-55,5,150,Y,Fail,80.0,42.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,Post Graduate Qualification,60-70%,35-55,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,South West Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,85.45454545454545,3064.0
BBB,2014B,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,87.77777777777777,505.0
BBB,2014B,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,0.0,0.0
BBB,2014B,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,87.44444444444444,689.0
BBB,2014B,F,Wales,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,73.1,1834.0
BBB,2014B,F,North Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,2,120,Y,Distinction,81.36363636363636,146.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,59.7,722.0
BBB,2014B,F,Wales,HE Qualification,30-40%,35-55,3,120,N,Fail,46.5,134.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,71.4,451.0
BBB,2014B,F,Wales,HE Qualification,80-90%,0-35,0,60,N,Distinction,90.5,1925.0
BBB,2014B,F,Wales,Lower Than A Level,20-30%,0-35,2,120,N,Fail,54.875,296.0
BBB,2014B,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,79.1,620.0
BBB,2014B,F,North Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,82.66666666666667,828.0
BBB,2014B,F,Wales,Lower Than A Level,60-70%,35-55,0,120,N,Fail,0.0,0.0
BBB,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,82.8,238.0
BBB,2014B,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,London Region,Lower Than A Level,0-10%,0-35,0,150,Y,Fail,87.42857142857143,320.0
BBB,2014B,F,South Region,A Level or Equivalent,90-100%,0-35,2,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Ireland,HE Qualification,50-60%,0-35,2,180,N,Pass,82.375,230.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,79.0,479.0
BBB,2014B,F,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,90.54545454545456,331.0
BBB,2014B,F,Wales,HE Qualification,10-20,35-55,0,60,N,Fail,62.72727272727273,266.0
BBB,2014B,F,London Region,Lower Than A Level,0-10%,35-55,2,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,68.16666666666667,183.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,35-55,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,75.6,492.0
BBB,2014B,F,London Region,A Level or Equivalent,40-50%,35-55,0,150,N,Pass,87.81818181818181,657.0
BBB,2014B,F,Ireland,A Level or Equivalent,30-40%,0-35,3,60,N,Fail,76.0,191.0
BBB,2014B,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,60.63636363636363,150.0
BBB,2014B,F,North Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,0.0,0.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass,83.9090909090909,339.0
BBB,2014B,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,0.0,0.0
BBB,2014B,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass,84.0,596.0
BBB,2014B,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,60.6,211.0
BBB,2014B,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,74.63636363636364,950.0
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,78.9090909090909,587.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,80.9090909090909,1468.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,82.5,121.0
BBB,2014B,F,South Region,HE Qualification,80-90%,0-35,0,90,N,Distinction,81.18181818181819,1867.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,65.9090909090909,141.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,49.83333333333334,37.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,85.4,338.0
BBB,2014B,M,Wales,Post Graduate Qualification,80-90%,35-55,1,120,N,Distinction,92.36363636363636,3816.0
BBB,2014B,F,South Region,A Level or Equivalent,70-80%,35-55,6,120,N,Distinction,82.27272727272727,221.0
BBB,2014B,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,90.72727272727272,622.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,70.5,312.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,90.72727272727272,560.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,87.18181818181819,435.0
BBB,2014B,F,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,89.75,219.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,Withdrawn,77.0,201.0
BBB,2014B,F,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,70.22222222222223,182.0
BBB,2014B,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,72.0,32.0
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,180,Y,Withdrawn,0.0,0.0
BBB,2014B,F,South East Region,HE Qualification,20-30%,35-55,1,60,N,Withdrawn,0.0,0.0
BBB,2014B,M,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,Fail,0.0,0.0
BBB,2014B,F,Scotland,HE Qualification,50-60%,0-35,2,120,N,Withdrawn,77.0,27.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,77.72727272727273,1056.0
BBB,2014B,F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,Pass,84.63636363636364,638.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,2,60,N,Fail,0.0,0.0
BBB,2014B,F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,73.0,294.0
BBB,2014B,F,South West Region,Lower Than A Level,20-30%,0-35,1,60,Y,Fail,68.4,304.0
